Item ID,Item Type,Home Location,Current Location,Name,Categories,Min Frequency,Replacement Cost
ETL1850,Drill Bits,Leith,Leith,Drill/Driver Bit Set,"Bike, Carpentry and Woodworking, General DIY, Miscellaneous, Painting and Decorating",,
ETL1851,Cordless Drills,Leith,Leith,Makita cordless drill,"Carpentry and Woodworking, General DIY",,
ETL1852,Drill Bits,Leith,Leith,Ratcheted Screw Driver and Plier Set with bits.,"Bike, Carpentry and Woodworking, General DIY, Miscellaneous, Painting and Decorating",,
ETL1853,Amp Meters,Leith,Leith,Micronta Analogue Multimeter,"Electrical and Soldering, General DIY, Miscellaneous",,20
ETL1854,Cordless Circular Saw,Leith,Leith,Cordless circular saw,"Carpentry and Woodworking, General DIY",,60
ETL1855,Hole Saw Kit,Leith,Leith,Carbon Steel Hole Saw Set,General DIY,,30
ETL1856,Misc,Leith,Leith,Velcro-Strap Knee Pads,"Garden, General DIY, Miscellaneous, Painting and Decorating",,5
ETL1857,Routers,Leith,Leith,Router,Carpentry and Woodworking,,80
ETL1858,Finishing Power Sanders,Leith,Leith,Palm Sander,"Carpentry and Woodworking, General DIY, Miscellaneous",,57
ETL1860,Garden Tools,Leith,Leith,Hedge Trimmer,Garden,,
ETL1861,Corded & Plug-in,Leith,Leith,Plunge router,Carpentry and Woodworking,,
ETL1862,Corded & Plug-in,Leith,Leith,Corded hammer drill,General DIY,,
ETL1863,Cordless Power Tools,Leith,Leith,Black and decker quattro,General DIY,,
ETL1865,Hack saw,Leith,Leith,Hack saw,General DIY,,
ETL1866,Axes,Leith,Leith,Hand axe,Garden,,
ETL1867,Axes,Leith,Leith,2 handed axe,"Garden, General DIY",,
ETL1868,Cordless Screwdrivers,Leith,Leith,Cordless screwdriver,General DIY,,
ETL1869,Corded & Plug-in,Leith,Leith,Jigsaw,General DIY,,
ETL1870,Drill Press (power),Leith,Leith,Portable drill press,General DIY,,
ETL1871,Corded & Plug-in,Leith,Leith,Hot air gun,General DIY,,
ETL1872,Tools,Leith,Portobello,Self levelling laser,General DIY,,
ETL1873,Corded & Plug-in,Leith,Leith,Powered hacksaw,General DIY,,
ETL1874,Crescent Wrench,Leith,Leith,Torque Wrench,"Automotive, General DIY",,3
ETL1875,Wallpaper Steamer,Leith,Leith,Wallpaper Steamer,"General DIY, Miscellaneous, Painting and Decorating",,30
ETL1876,Wallpaper Steamer,Leith,Leith,Wallpaper Steamer,"Garden, General DIY, Miscellaneous, Painting and Decorating",,30
ETL1877,Roller Tool,Leith,Leith,Extending roller pole,"General DIY, Painting and Decorating",,
ETL1878,Torque Wrench,Leith,Leith,Torque Wrench,General DIY,,
ETL1879,Roller Tool,Leith,Leith,Digital Precision Calipers,"Carpentry and Woodworking, Metalworking",,
ETL1880,Roller Tool,Leith,Leith,Precision Calipers,"Carpentry and Woodworking, Metalworking",,
ETL1881,Bar Clamps,Leith,Leith,Bar clamp,"Carpentry and Woodworking, General DIY",,10
Etl1882,Scroller Power Saw,Leith,Leith,Scroll saw,General DIY,,90
ETL1883,Belt Sanders,Leith,Leith,Belt sander,General DIY,,20
ETL1884,Drill Bits,Leith,Leith,Forster bits set,General DIY,,15
ETL335,Wallpaper Steamer,Leith,Leith,Steam Cleaner,"General DIY, Painting and Decorating, Miscellaneous",,90
ETL6503,Hammer Drills,Leith,Leith,Makita SDS corded hammer drill,General DIY,,120
ETL6608,Corded Mowers,Leith,Leith,Roller Moss Remover / Scarifying rake,"Garden, General DIY",,
ETL6674,Cordless Drills,Leith,Leith,Makita cordless drill,"Carpentry and Woodworking, General DIY",,
ETL6675,Miscellaneous Furniture,Portobello,Portobello,Wallpaper Pasting Table,Painting and Decorating,,20
ETL6676,Bow Saws,Portobello,Portobello,Bush saw,"Garden, ...",,12
ETL6677,Angle Grinders,Portobello,Portobello,Angle grinder,General DIY,,
ETL6678,Cement Chisel,Portobello,Portobello,Brick Bolster chisel,"Electrical and Soldering, Plumbing, ...",,8
ETL6679,Cement Chisel,Portobello,Portobello,Brick Bolster chisel,"Electrical and Soldering, Plumbing, ...",,8
ETL6680,Extension Ladder,Portobello,Portobello,Triple Extension Ladder,General DIY,,
ETL6681,Hand Tools,Leith,Leith,Pipe cutter,General DIY,,
ETL6682,Garden Tools,Leith,Leith,Cordless hedge trimmer,Garden,,
ETL6683,Engraver,Portobello,Portobello,Dremel rotary tool,"Carpentry and Woodworking, General DIY, Plumbing",,
ETLBAG001,Buckets,Leith,Leith,Large Burlap Bag,General DIY,,15
ETLBAG002,Buckets,Leith,Leith,Large Burlap Bag,General DIY,,15
ETLBAG003,Buckets,Leith,Leith,Small Burlap Bag,General DIY,,15
ETLBAG004,Buckets,Leith,Leith,Large cotton Bag,General DIY,,15
ETLBAG005,Buckets,Leith,Leith,Large cotton Bag,General DIY,,15
ETLBAG006,Buckets,Leith,Leith,Large cotton Bag,General DIY,,15
ETLBAG007,Buckets,Leith,Leith,Small Reusable Bag,General DIY,,15
ETLBAG008,Buckets,Leith,Leith,Medium Reusable Bag,General DIY,,15
ETLBAG009,Buckets,Leith,Leith,Medium Reusable Bag,General DIY,,15
ETLBAG010,Buckets,Leith,Leith,Small Reusable Bag,General DIY,,15
ETLBAG011,Buckets,Leith,Leith,Large Reusable Bag,General DIY,,15
ETLBAG012,Buckets,Leith,Leith,Large Reusable Bag,General DIY,,15
